name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,brand,car_age,km_per_year,price_category
Toyota Innova 2.5 V Diesel 7-seater,2005.0,200000.0,223000.0,Diesel,Individual,Manual,First Owner,Toyota,21.0,10136.363636363636,Budget
Maruti Swift Dzire VDI,2016.0,525000.0,60000.0,Diesel,Individual,Manual,First Owner,Maruti,10.0,5454.545454545455,Luxury
Hyundai i20 Asta 1.2,2016.0,500000.0,40000.0,Petrol,Individual,Manual,First Owner,Hyundai,10.0,3636.3636363636365,Luxury
Mahindra Scorpio S2 7 Seater,2016.0,675000.0,161327.0,Diesel,Individual,Manual,First Owner,Mahindra,10.0,14666.09090909091,Luxury
Hyundai i10 Magna 1.2 iTech SE,2009.0,150000.0,60000.0,Petrol,Individual,Manual,Third Owner,Hyundai,17.0,3333.3333333333335,Budget
Mahindra Bolero DI,2007.0,250000.0,50000.0,Diesel,Individual,Manual,First Owner,Mahindra,19.0,2500.0,Budget
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2014.0,450000.0,6000.0,Petrol,Individual,Manual,First Owner,Hyundai,12.0,461.53846153846155,Mid-Range
Hyundai Santro Xing XS,2009.0,150000.0,68000.0,Petrol,Individual,Manual,First Owner,Hyundai,17.0,3777.777777777778,Budget
Chevrolet Beat Diesel LS,2012.0,200000.0,85000.0,Diesel,Individual,Manual,First Owner,Chevrolet,14.0,5666.666666666667,Budget
Mahindra Scorpio VLS AT 2.2 mHAWK,2011.0,525000.0,70000.0,Diesel,Individual,Automatic,First Owner,Mahindra,15.0,4375.0,Luxury
Maruti Esteem VX,1999.0,60000.0,35000.0,Petrol,Individual,Manual,Second Owner,Maruti,27.0,1250.0,Budget
Maruti Swift Vdi BSIII,2010.0,180000.0,100000.0,Diesel,Individual,Manual,Second Owner,Maruti,16.0,5882.35294117647,Budget
Honda Amaze S i-Dtech,2015.0,475000.0,110000.0,Diesel,Individual,Manual,First Owner,Honda,11.0,9166.666666666666,Mid-Range
Mahindra Scorpio VLS AT 2.2 mHAWK,2010.0,380000.0,195000.0,Diesel,Individual,Automatic,Second Owner,Mahindra,16.0,11470.588235294117,Mid-Range
Maruti Alto 800 LXI,2015.0,285000.0,46000.0,Petrol,Individual,Manual,Second Owner,Maruti,11.0,3833.3333333333335,Mid-Range
Maruti Alto LXi BSIII,2008.0,91200.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti,18.0,3157.8947368421054,Budget
Datsun RediGO T Option,2017.0,250000.0,46000.0,Petrol,Individual,Manual,First Owner,Datsun,9.0,4600.0,Budget
Hyundai Grand i10 CRDi Sportz,2015.0,400000.0,42000.0,Diesel,Individual,Manual,First Owner,Hyundai,11.0,3500.0,Mid-Range
Hyundai Santro Xing XG AT,2014.0,160000.0,90000.0,Petrol,Individual,Automatic,Second Owner,Hyundai,12.0,6923.076923076923,Budget
Skoda Yeti Ambition 4X2,2012.0,650000.0,85000.0,Diesel,Individual,Manual,First Owner,Skoda,14.0,5666.666666666667,Luxury
Hyundai Verna 1.6 SX,2012.0,409999.0,120000.0,Diesel,Individual,Manual,Third Owner,Hyundai,14.0,8000.0,Mid-Range
Ford Ecosport 1.5 DV5 MT Titanium,2013.0,425000.0,72000.0,Diesel,Individual,Manual,First Owner,Ford,13.0,5142.857142857143,Mid-Range
Maruti Wagon R LXI CNG,2013.0,250000.0,71000.0,CNG,Individual,Manual,Second Owner,Maruti,13.0,5071.428571428572,Budget
Maruti Swift Dzire VXi,2009.0,200000.0,60000.0,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,17.0,3333.3333333333335,Budget
Volkswagen Polo Diesel Trendline 1.2L,2010.0,130000.0,144000.0,Diesel,Individual,Manual,Fourth & Above Owner,Volkswagen,16.0,8470.588235294117,Budget
Maruti Eeco 5 Seater AC BSIV,2017.0,260000.0,30000.0,Petrol,Dealer,Manual,First Owner,Maruti,9.0,3000.0,Budget
Hyundai Verna SX,2007.0,155000.0,54000.0,Petrol,Dealer,Manual,First Owner,Hyundai,19.0,2700.0,Budget
Honda Jazz 1.5 VX i DTEC,2015.0,450000.0,38000.0,Diesel,Individual,Manual,First Owner,Honda,11.0,3166.6666666666665,Mid-Range
Maruti SX4 Celebration Petrol,2012.0,220000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti,14.0,6000.0,Budget
Hyundai i20 Active S Diesel,2018.0,650000.0,37000.0,Diesel,Dealer,Manual,First Owner,Hyundai,8.0,4111.111111111111,Luxury
Maruti Alto 800 LXI,2018.0,285000.0,30000.0,Petrol,Dealer,Manual,First Owner,Maruti,8.0,3333.3333333333335,Mid-Range
Honda Amaze V CVT Petrol BSIV,2018.0,725000.0,26000.0,Petrol,Dealer,Automatic,First Owner,Honda,8.0,2888.8888888888887,Luxury
Maruti Ciaz ZXi,2016.0,625000.0,30000.0,Petrol,Dealer,Manual,First Owner,Maruti,10.0,2727.2727272727275,Luxury
Hyundai i20 Active SX Petrol,2016.0,550000.0,23000.0,Petrol,Dealer,Manual,First Owner,Hyundai,10.0,2090.909090909091,Luxury
Hyundai i10 Magna,2012.0,240000.0,54000.0,Petrol,Individual,Manual,First Owner,Hyundai,14.0,3600.0,Budget
Nissan Terrano XL 85 PS,2014.0,600000.0,27000.0,Diesel,Dealer,Manual,First Owner,Nissan,12.0,2076.923076923077,Luxury
Tata New Safari DICOR 2.2 EX 4x2,2012.0,350000.0,65000.0,Diesel,Dealer,Manual,First Owner,Tata,14.0,4333.333333333333,Mid-Range
Hyundai EON Magna Plus,2015.0,245000.0,32000.0,Petrol,Dealer,Manual,First Owner,Hyundai,11.0,2666.6666666666665,Budget
Mahindra Bolero B6,2016.0,525000.0,56000.0,Diesel,Dealer,Manual,First Owner,Mahindra,10.0,5090.909090909091,Luxury
BMW X1 sDrive 20d xLine,2017.0,2400000.0,30000.0,Diesel,Individual,Automatic,First Owner,BMW,9.0,3000.0,Luxury
Mahindra Scorpio SLE BS IV,2014.0,620000.0,80000.0,Diesel,Dealer,Manual,First Owner,Mahindra,12.0,6153.846153846154,Luxury
Maruti Swift Dzire 1.2 Vxi BSIV,2014.0,395000.0,52000.0,Petrol,Dealer,Manual,Second Owner,Maruti,12.0,4000.0,Mid-Range
,2014.0,350000.0,60000.0,Petrol,Dealer,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Maruti Alto LX,2011.0,180000.0,36000.0,Petrol,Dealer,Manual,First Owner,Maruti,15.0,2250.0,Budget
Maruti Swift ZDI Plus,2014.0,484999.0,73000.0,Diesel,Dealer,Manual,Second Owner,Maruti,12.0,5615.384615384615,Luxury
Maruti Alto LX,2004.0,110000.0,60000.0,Petrol,Individual,Manual,First Owner,Maruti,22.0,2608.695652173913,Budget
Maruti Wagon R VXI BSIII,2006.0,150000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti,20.0,2857.1428571428573,Budget
Chevrolet Tavera Neo 2 LT L 9 Str,2012.0,400000.0,110000.0,Diesel,Individual,Manual,First Owner,Chevrolet,14.0,7333.333333333333,Mid-Range
Tata Indica Vista Aura Plus 1.3 Quadrajet,2012.0,200000.0,70000.0,Diesel,Individual,Manual,Second Owner,Tata,14.0,4666.666666666667,Budget
Renault Duster 85PS Diesel RxL Plus,2013.0,302000.0,60000.0,Diesel,Individual,Manual,Second Owner,Renault,13.0,4285.714285714285,Mid-Range
Maruti Swift Dzire Vdi BSIV,2011.0,215000.0,90000.0,Diesel,Individual,Manual,Fourth & Above Owner,Maruti,15.0,5625.0,Budget
,2014.0,350000.0,60000.0,Petrol,Individual,Manual,Second Owner,,12.0,4615.384615384615,Mid-Range
Toyota Innova 2.5 G (Diesel) 8 Seater,2014.0,1000000.0,101000.0,Diesel,Individual,Manual,Second Owner,Toyota,12.0,7769.2307692307695,Luxury
Mahindra Bolero Power Plus SLX,2018.0,550000.0,44000.0,Petrol,Individual,Manual,First Owner,Mahindra,8.0,4888.888888888889,Luxury
Maruti Swift 1.3 VXi,2006.0,200000.0,60000.0,Petrol,Individual,Manual,First Owner,Maruti,20.0,2857.1428571428573,Budget
Mahindra Scorpio S2 7 Seater,2017.0,525000.0,120000.0,Diesel,Individual,Manual,First Owner,Mahindra,9.0,12000.0,Luxury
Maruti Zen LXI,2005.0,90000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti,21.0,4090.909090909091,Budget
Maruti Wagon R LXI Minor,2007.0,80000.0,120000.0,Petrol,Individual,Manual,Second Owner,Maruti,19.0,6000.0,Budget
Hyundai EON D Lite Plus,2013.0,229999.0,54000.0,Petrol,Individual,Manual,First Owner,Hyundai,13.0,3857.1428571428573,Budget
Renault KWID 1.0 RXT Optional,2017.0,350000.0,10000.0,Petrol,Individual,Manual,First Owner,Renault,9.0,1000.0,Mid-Range
Hyundai Grand i10 Magna,2015.0,325000.0,25000.0,Petrol,Individual,Manual,First Owner,Hyundai,11.0,2083.3333333333335,Mid-Range
Tata Tigor 1.2 Revotron XT,2018.0,450000.0,8500.0,Petrol,Individual,Manual,First Owner,Tata,8.0,944.4444444444445,Mid-Range
Maruti SX4 Celebration Diesel,2012.0,250000.0,120000.0,Diesel,Individual,Manual,First Owner,Maruti,14.0,8000.0,Budget
Volkswagen Polo Diesel Comfortline 1.2L,2012.0,225000.0,120000.0,Diesel,Individual,Manual,First Owner,Volkswagen,14.0,8000.0,Budget
Maruti Alto LXi,2009.0,150000.0,90246.0,Petrol,Individual,Manual,First Owner,Maruti,17.0,5013.666666666667,Budget
Maruti Alto LX BSIII,2008.0,110000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti,18.0,4736.8421052631575,Budget
Maruti Alto LXi BSIII,2010.0,150000.0,40000.0,Petrol,Individual,Manual,Second Owner,Maruti,16.0,2352.9411764705883,Budget
Maruti Gypsy King Hard Top,2000.0,165000.0,60000.0,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,26.0,2222.222222222222,Budget
Renault Duster 85PS Diesel RxL,2016.0,360000.0,32000.0,Diesel,Individual,Manual,Second Owner,Renault,10.0,2909.090909090909,Mid-Range
Tata Manza Club Class Quadrajet90 VX,2013.0,170000.0,60400.0,Diesel,Individual,Manual,First Owner,Tata,13.0,4314.285714285715,Budget
,2014.0,350000.0,60000.0,Diesel,Individual,Manual,Second Owner,,12.0,4615.384615384615,Mid-Range
Hyundai i20 Asta 1.4 CRDi,2013.0,300000.0,90000.0,Diesel,Individual,Manual,First Owner,Hyundai,13.0,6428.571428571428,Mid-Range
Hyundai Xcent 1.1 CRDi Base,2015.0,375000.0,54000.0,Petrol,Individual,Manual,First Owner,Hyundai,11.0,4500.0,Mid-Range
,2014.0,350000.0,60000.0,Diesel,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Hyundai i20 Active 1.2 S,2017.0,600000.0,10000.0,Petrol,Individual,Manual,First Owner,Hyundai,9.0,1000.0,Luxury
Maruti Alto 800 LXI,2014.0,204999.0,25000.0,Petrol,Individual,Manual,Second Owner,Maruti,12.0,1923.076923076923,Budget
Hyundai Verna CRDi,2009.0,270000.0,80000.0,Diesel,Individual,Manual,Second Owner,Hyundai,17.0,4444.444444444444,Budget
,2014.0,350000.0,60000.0,Petrol,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Maruti Baleno Zeta,2020.0,700000.0,1100.0,Petrol,Individual,Manual,First Owner,Maruti,6.0,157.14285714285714,Luxury
Maruti Swift VXI Deca,2017.0,275000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti,9.0,4000.0,Budget
Hyundai i10 Sportz 1.1L,2017.0,375000.0,10000.0,Petrol,Individual,Manual,First Owner,Hyundai,9.0,1000.0,Mid-Range
Hyundai Grand i10 Asta,2014.0,341000.0,31491.0,Petrol,Individual,Manual,First Owner,Hyundai,12.0,2422.3846153846152,Mid-Range
Maruti Swift Dzire VDI,2014.0,200000.0,107143.0,Diesel,Individual,Manual,Second Owner,Maruti,12.0,8241.76923076923,Budget
Maruti Ignis 1.2 AMT Delta BSIV,2017.0,450000.0,15000.0,Petrol,Individual,Manual,First Owner,Maruti,9.0,1500.0,Mid-Range
,2014.0,350000.0,60000.0,Petrol,Individual,Manual,Second Owner,,12.0,4615.384615384615,Mid-Range
,2014.0,350000.0,60000.0,Diesel,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Mahindra Bolero Power Plus LX,2016.0,500000.0,60000.0,Diesel,Individual,Manual,First Owner,Mahindra,10.0,5454.545454545455,Luxury
Maruti Vitara Brezza ZDi Plus,2016.0,275000.0,85000.0,Diesel,Individual,Manual,First Owner,Maruti,10.0,7727.272727272727,Budget
Maruti Swift 1.2 DLX,2014.0,351000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti,12.0,3076.923076923077,Mid-Range
Hyundai i10 Magna 1.2 iTech SE,2011.0,195000.0,80000.0,Petrol,Individual,Manual,Second Owner,Hyundai,15.0,5000.0,Budget
Maruti Swift Dzire VDi,2014.0,250000.0,60000.0,Diesel,Individual,Manual,Second Owner,Maruti,12.0,4615.384615384615,Budget
Maruti Zen Estilo 1.1 VXI BSIII,2008.0,120000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti,18.0,3157.8947368421054,Budget
Maruti A-Star Vxi,2009.0,180000.0,70000.0,Petrol,Individual,Manual,Third Owner,Maruti,17.0,3888.8888888888887,Budget
Mahindra KUV 100 mFALCON D75 K6,2016.0,430000.0,20000.0,Diesel,Individual,Manual,First Owner,Mahindra,10.0,1818.1818181818182,Mid-Range
Tata Nano Cx BSIV,2012.0,75000.0,35000.0,Petrol,Individual,Manual,Second Owner,Tata,14.0,2333.3333333333335,Budget
Mahindra Xylo D4,2017.0,750000.0,80000.0,Diesel,Individual,Manual,First Owner,Mahindra,9.0,8000.0,Luxury
Tata Nano Lx,2011.0,60000.0,40000.0,Petrol,Individual,Manual,First Owner,Tata,15.0,2500.0,Budget
Toyota Innova 2.5 VX (Diesel) 8 Seater,2015.0,1500000.0,46412.0,Diesel,Individual,Manual,First Owner,Toyota,11.0,3867.6666666666665,Luxury
Mahindra Bolero SLX 2WD BSIII,2011.0,390000.0,150000.0,Diesel,Individual,Manual,Fourth & Above Owner,Mahindra,15.0,9375.0,Mid-Range
Mahindra TUV 300 T4,2016.0,630000.0,50000.0,Diesel,Individual,Manual,First Owner,Mahindra,10.0,4545.454545454545,Luxury
Tata Safari Storme VX Varicor 400,2018.0,1085000.0,15000.0,Diesel,Individual,Manual,First Owner,Tata,8.0,1666.6666666666667,Luxury
Hyundai i10 Magna 1.2 iTech SE,2012.0,190000.0,60000.0,Petrol,Individual,Manual,Second Owner,Hyundai,14.0,4000.0,Budget
Maruti Baleno Delta Automatic,2018.0,275000.0,25000.0,Petrol,Individual,Automatic,First Owner,Maruti,8.0,2777.777777777778,Budget
Maruti Alto 800 LXI,2012.0,275000.0,90000.0,Petrol,Individual,Manual,Third Owner,Maruti,14.0,6000.0,Budget
Chevrolet Spark 1.0 LT,2011.0,165000.0,60000.0,Petrol,Individual,Manual,First Owner,Chevrolet,15.0,3750.0,Budget
Ford Figo Diesel Celebration Edition,2013.0,260000.0,65000.0,Diesel,Individual,Manual,First Owner,Ford,13.0,4642.857142857143,Budget
Maruti Alto LX,2011.0,151000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti,15.0,2500.0,Budget
Maruti Vitara Brezza VDi,2018.0,780000.0,50000.0,Diesel,Individual,Manual,First Owner,Maruti,8.0,5555.555555555556,Luxury
Tata Indica Vista Quadrajet LX,2012.0,175000.0,80000.0,Diesel,Individual,Manual,Third Owner,Tata,14.0,5333.333333333333,Budget
Tata Indica Vista TDI LS,2010.0,170000.0,76400.0,Diesel,Dealer,Manual,First Owner,Tata,16.0,4494.117647058823,Budget
Tata Indica Vista TDI LS,2013.0,187500.0,135000.0,Diesel,Dealer,Manual,Second Owner,Tata,13.0,9642.857142857143,Budget
Maruti Alto LXi,2007.0,90000.0,43826.0,Petrol,Dealer,Manual,Second Owner,Maruti,19.0,2191.3,Budget
Hyundai i20 Active S Petrol,2016.0,350000.0,55838.0,Petrol,Dealer,Manual,First Owner,Hyundai,10.0,5076.181818181818,Mid-Range
Maruti Swift VDI BSIV,2007.0,195000.0,112880.0,Diesel,Dealer,Manual,First Owner,Maruti,19.0,5644.0,Budget
Tata Indica Vista Terra Quadrajet 1.3L,2012.0,140000.0,90000.0,Diesel,Individual,Manual,Third Owner,Tata,14.0,6000.0,Budget
Nissan Sunny XL,2012.0,350000.0,40000.0,Petrol,Individual,Manual,First Owner,Nissan,14.0,2666.6666666666665,Mid-Range
,2014.0,350000.0,60000.0,Petrol,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Renault KWID 1.0 RXT Optional,2017.0,300000.0,30300.0,Petrol,Individual,Manual,First Owner,Renault,9.0,3030.0,Mid-Range
Volkswagen Vento Diesel Style Limited Edition,2013.0,340000.0,85000.0,Diesel,Individual,Manual,First Owner,Volkswagen,13.0,6071.428571428572,Mid-Range
Maruti Swift Dzire VXi,2009.0,250000.0,80659.0,Petrol,Dealer,Manual,First Owner,Maruti,17.0,4481.055555555556,Budget
Chevrolet Aveo 1.4 LS,2008.0,170000.0,81324.0,Petrol,Dealer,Manual,First Owner,Chevrolet,18.0,4280.210526315789,Budget
Honda Amaze S i-Dtech,2013.0,495000.0,127884.0,Diesel,Dealer,Manual,First Owner,Honda,13.0,9134.57142857143,Luxury
Chevrolet Beat PS,2015.0,200000.0,50000.0,Petrol,Individual,Manual,First Owner,Chevrolet,11.0,4166.666666666667,Budget
Chevrolet Beat PS,2012.0,300000.0,25000.0,Petrol,Individual,Manual,First Owner,Chevrolet,14.0,1666.6666666666667,Mid-Range
Honda Amaze S i-Dtech,2015.0,300000.0,66755.0,Diesel,Dealer,Manual,First Owner,Honda,11.0,5562.916666666667,Mid-Range
Honda City E,2013.0,380000.0,123084.0,Petrol,Dealer,Manual,First Owner,Honda,13.0,8791.714285714286,Mid-Range
Maruti Swift VXI BSIII,2009.0,250000.0,806599.0,Petrol,Dealer,Manual,First Owner,Maruti,17.0,44811.055555555555,Budget
Honda Amaze S i-Dtech,2013.0,310000.0,95851.0,Diesel,Dealer,Manual,First Owner,Honda,13.0,6846.5,Mid-Range
Maruti Wagon R VXI Minor ABS,2014.0,260000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti,12.0,3846.153846153846,Budget
Maruti Omni BSIII 8-STR W/ IMMOBILISER,2008.0,150000.0,50000.0,Petrol,Individual,Manual,Second Owner,Maruti,18.0,2631.5789473684213,Budget
,2014.0,350000.0,60000.0,Petrol,Individual,Manual,Second Owner,,12.0,4615.384615384615,Mid-Range
Maruti Alto 800 LXI,2015.0,280000.0,15000.0,Petrol,Individual,Manual,Second Owner,Maruti,11.0,1250.0,Mid-Range
Mahindra Xylo H4 ABS,2016.0,850000.0,40000.0,Diesel,Individual,Manual,First Owner,Mahindra,10.0,3636.3636363636365,Luxury
Datsun GO Plus T Option BSIV,2017.0,375000.0,20000.0,Petrol,Individual,Manual,First Owner,Datsun,9.0,2000.0,Mid-Range
Hyundai Elantra CRDi (Leather Option),2006.0,125000.0,120000.0,Diesel,Individual,Manual,Third Owner,Hyundai,20.0,5714.285714285715,Budget
Chevrolet Beat Diesel LT,2012.0,250000.0,110000.0,Diesel,Individual,Manual,First Owner,Chevrolet,14.0,7333.333333333333,Budget
Toyota Corolla Altis D-4D J,2014.0,665000.0,234000.0,Diesel,Individual,Manual,First Owner,Toyota,12.0,18000.0,Luxury
Hyundai i20 1.4 CRDi Era,2011.0,220000.0,70000.0,Diesel,Individual,Manual,First Owner,Hyundai,15.0,4375.0,Budget
Tata Indica Vista Aqua 1.3 Quadrajet,2010.0,110000.0,110000.0,Diesel,Individual,Manual,Second Owner,Tata,16.0,6470.588235294118,Budget
Hyundai Verna XXi (Petrol),2007.0,150000.0,84000.0,Petrol,Individual,Manual,Second Owner,Hyundai,19.0,4200.0,Budget
Nissan Sunny Diesel XV,2012.0,300000.0,170000.0,Diesel,Individual,Manual,First Owner,Nissan,14.0,11333.333333333334,Mid-Range
,2014.0,350000.0,60000.0,Petrol,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Maruti Wagon R LX,2006.0,75000.0,96000.0,Petrol,Individual,Manual,Second Owner,Maruti,20.0,4571.428571428572,Budget
Tata Indigo LS,2009.0,100000.0,20000.0,Diesel,Individual,Manual,First Owner,Tata,17.0,1111.111111111111,Budget
Ford Figo Aspire 1.2 Ti-VCT Trend,2016.0,507500.0,15000.0,Petrol,Individual,Manual,First Owner,Ford,10.0,1363.6363636363637,Luxury
Hyundai Santro Xing XK (Non-AC),2007.0,350000.0,50000.0,Petrol,Individual,Manual,First Owner,Hyundai,19.0,2500.0,Mid-Range
Volkswagen Passat 1.8 TSI MT,2010.0,480000.0,80000.0,Petrol,Individual,Manual,Second Owner,Volkswagen,16.0,4705.882352941177,Mid-Range
,2014.0,350000.0,60000.0,Diesel,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Chevrolet Beat Diesel LS,2013.0,190000.0,70000.0,Diesel,Individual,Manual,First Owner,Chevrolet,13.0,5000.0,Budget
Ford Figo Diesel LXI,2012.0,190000.0,62091.0,Diesel,Individual,Manual,Second Owner,Ford,14.0,4139.4,Budget
Ford EcoSport 1.5 Ti VCT MT Trend BSIV,2017.0,650000.0,19014.0,Petrol,Dealer,Manual,First Owner,Ford,9.0,1901.4,Luxury
Toyota Corolla Executive (HE),2009.0,300000.0,23262.0,Petrol,Dealer,Manual,First Owner,Toyota,17.0,1292.3333333333333,Mid-Range
Ford Freestyle Titanium Diesel BSIV,2016.0,700000.0,29600.0,Diesel,Dealer,Manual,First Owner,Ford,10.0,2690.909090909091,Luxury
Hyundai i10 Sportz 1.1L,2015.0,310000.0,35925.0,Petrol,Dealer,Manual,First Owner,Hyundai,11.0,2993.75,Mid-Range
Maruti Ignis 1.2 Zeta BSIV,2018.0,500000.0,60000.0,Petrol,Individual,Manual,First Owner,Maruti,8.0,6666.666666666667,Luxury
Toyota Etios V,2013.0,415000.0,40771.0,Petrol,Individual,Manual,First Owner,Toyota,13.0,2912.214285714286,Mid-Range
,2014.0,350000.0,60000.0,Petrol,Dealer,Automatic,Second Owner,,12.0,4615.384615384615,Mid-Range
Toyota Etios Liva 1.2 G,2014.0,430000.0,42000.0,Petrol,Dealer,Manual,Second Owner,Toyota,12.0,3230.769230769231,Mid-Range
Toyota Corolla H6,2007.0,215000.0,55800.0,Petrol,Dealer,Manual,Second Owner,Toyota,19.0,2790.0,Budget
Renault Duster RXL AWD,2014.0,550000.0,66569.0,Diesel,Dealer,Manual,First Owner,Renault,12.0,5120.692307692308,Luxury
Volkswagen Polo 1.5 TDI Trendline,2014.0,415000.0,70000.0,Diesel,Dealer,Manual,First Owner,Volkswagen,12.0,5384.615384615385,Mid-Range
Volkswagen Polo 1.5 TDI Comfortline,2015.0,450000.0,82695.0,Diesel,Dealer,Manual,First Owner,Volkswagen,11.0,6891.25,Mid-Range
Ford Figo Diesel EXI,2014.0,285000.0,68293.0,Diesel,Dealer,Manual,Second Owner,Ford,12.0,5253.307692307692,Mid-Range
Honda Jazz VX CVT,2016.0,580000.0,32000.0,Petrol,Dealer,Automatic,First Owner,Honda,10.0,2909.090909090909,Luxury
Maruti Swift Dzire Tour LDI,2014.0,300000.0,190621.0,Diesel,Dealer,Manual,First Owner,Maruti,12.0,14663.153846153846,Mid-Range
Hyundai Verna CRDi 1.6 SX Option,2018.0,1200000.0,60000.0,Diesel,Individual,Manual,First Owner,Hyundai,8.0,6666.666666666667,Luxury
,2014.0,350000.0,60000.0,Petrol,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Maruti 800 AC,2014.0,65000.0,100000.0,Petrol,Individual,Manual,Second Owner,Maruti,12.0,7692.307692307692,Budget
Tata Zest Quadrajet 1.3 75PS XE,2016.0,400000.0,88470.0,Diesel,Individual,Manual,First Owner,Tata,10.0,8042.727272727273,Mid-Range
Hyundai Verna 1.6 CRDI SX Option,2016.0,850000.0,75000.0,Diesel,Individual,Manual,First Owner,Hyundai,10.0,6818.181818181818,Luxury
Volkswagen Vento Diesel Highline,2013.0,450000.0,120000.0,Diesel,Individual,Manual,Second Owner,Volkswagen,13.0,8571.42857142857,Mid-Range
,2014.0,350000.0,60000.0,Diesel,Individual,Automatic,First Owner,,12.0,4615.384615384615,Mid-Range
Toyota Etios 1.4 VXD,2017.0,780000.0,70000.0,Diesel,Individual,Manual,First Owner,Toyota,9.0,7000.0,Luxury
Toyota Fortuner 2.8 2WD AT BSIV,2017.0,665000.0,57000.0,Diesel,Individual,Automatic,First Owner,Toyota,9.0,5700.0,Luxury
Maruti Alto 800 VXI,2020.0,350000.0,1000.0,Petrol,Individual,Manual,First Owner,Maruti,6.0,142.85714285714286,Mid-Range
Mahindra Quanto C6,2013.0,285000.0,120000.0,Diesel,Individual,Manual,Second Owner,Mahindra,13.0,8571.42857142857,Mid-Range
Volkswagen Vento 1.5 TDI Highline,2015.0,400000.0,98000.0,Diesel,Dealer,Manual,First Owner,Volkswagen,11.0,8166.666666666667,Mid-Range
Maruti Ciaz ZDi,2014.0,550000.0,90000.0,Diesel,Dealer,Manual,Second Owner,Maruti,12.0,6923.076923076923,Luxury
Volkswagen Ameo 1.5 TDI Comfortline,2013.0,580000.0,70000.0,Diesel,Individual,Manual,First Owner,Volkswagen,13.0,5000.0,Luxury
Tata Nano CX SE,2013.0,75000.0,25000.0,Petrol,Individual,Manual,Third Owner,Tata,13.0,1785.7142857142858,Budget
Tata Manza Aura Quadrajet,2009.0,185000.0,76400.0,Diesel,Individual,Manual,Third Owner,Tata,17.0,4244.444444444444,Budget
Maruti Omni E 8 Str STD,2014.0,110000.0,90000.0,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,12.0,6923.076923076923,Budget
Honda City 1.5 EXI,2015.0,180000.0,200000.0,Petrol,Individual,Manual,Second Owner,Honda,11.0,16666.666666666668,Budget
,2014.0,350000.0,60000.0,Diesel,Individual,Manual,Second Owner,,12.0,4615.384615384615,Mid-Range
Chevrolet Optra 1.6 LS,2005.0,60000.0,70000.0,Petrol,Individual,Manual,Second Owner,Chevrolet,21.0,3181.818181818182,Budget
,2014.0,350000.0,60000.0,Diesel,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Mahindra Alturas G4 4X2 AT BSIV,2019.0,2700000.0,5000.0,Diesel,Individual,Automatic,First Owner,Mahindra,7.0,625.0,Luxury
Maruti Zen Estilo LX BSIII,2007.0,135000.0,74183.0,Petrol,Individual,Manual,First Owner,Maruti,19.0,3709.15,Budget
Mahindra Bolero Power Plus Plus AC BSIV PS,2015.0,640000.0,70000.0,Diesel,Individual,Manual,Second Owner,Mahindra,11.0,5833.333333333333,Luxury
Maruti Alto 800 VXI,2014.0,160000.0,90000.0,Petrol,Individual,Manual,First Owner,Maruti,12.0,6923.076923076923,Budget
Tata Indica LXI,2004.0,80000.0,46000.0,Petrol,Individual,Manual,Second Owner,Tata,22.0,2000.0,Budget
Maruti Swift Dzire VDI,2013.0,275000.0,110000.0,Diesel,Individual,Manual,Second Owner,Maruti,13.0,7857.142857142857,Budget
Maruti Ritz VDi,2012.0,110000.0,80000.0,Diesel,Individual,Manual,Second Owner,Maruti,14.0,5333.333333333333,Budget
Tata Sumo Gold EX,2013.0,250000.0,90000.0,Diesel,Individual,Manual,Second Owner,Tata,13.0,6428.571428571428,Budget
Toyota Innova Crysta 2.4 VX MT BSIV,2017.0,1300000.0,70000.0,Diesel,Individual,Manual,First Owner,Toyota,9.0,7000.0,Luxury
Mahindra Quanto C6,2014.0,250000.0,1.0,Diesel,Individual,Manual,Second Owner,Mahindra,12.0,0.07692307692307693,Budget
